회원코드,프로그램,상태,프로그램가격,최종결제금액,결제시각,결제유형,채널,보조식품가격,보조식품(추가구매)
0Q5Q6RDA,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-12 오전 12:18:53.120000,Recurring,facebook,17000,식이요법보조제A
3DMWL5ET,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-06 오후 7:58:01.648000,Recurring,facebook,0,구매안함
P6XZKCXC,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-31 오전 9:43:03.688000,Recurring,others,0,구매안함
GHCQP3Q9,체중감량 프로그램 (타입 A),refunded,112500,133500,2017-07-23 오전 10:54:33.656000,Recurring,facebook,21000,단백질보충제A
B1UCNAW5,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-08-16 오전 10:24:52.135999,Recurring,facebook,0,구매안함
5A7MMNR7,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-19 오전 8:24:59.624000,Recurring,facebook,0,구매안함
HIU1KSMT,체중감량 프로그램 (타입 A),completed,112500,133500,2017-08-03 오전 2:50:00.848000,Recurring,facebook,21000,단백질보충제A
SOH18YL4,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-29 오후 5:14:44.656000,Recurring,facebook,17000,식이요법보조제A
TYKSG0LW,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-22 오전 9:56:04.384000,Recurring,others,0,구매안함
AA5ZCC3J,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-23 오후 11:40:53.632000,Recurring,facebook,0,구매안함
ZSMG2LJ5,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-30 오후 5:03:56.160000,Recurring,naver,0,구매안함
WEA999A9,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-01 오전 11:21:56.072000,Recurring,facebook,0,구매안함
8F7K5YCS,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-02 오후 10:51:52.664001,Recurring,facebook,0,구매안함
1ELYZYIX,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-27 오후 1:23:16.096000,Recurring,facebook,0,구매안함
DQ6P5R0N,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-26 오전 1:06:05.888000,Recurring,facebook,0,구매안함
7M6S9H21,체중감량 프로그램 (타입 A),cancelled,132000,149000,2017-08-24 오후 1:21:41.048000,Recurring,facebook,0,구매안함
K8K1UKPM,체중감량 프로그램 (타입 A),completed,112500,133500,2017-08-29 오전 7:26:29.920000,Recurring,facebook,21000,단백질보충제A
W618RL29,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-08 오후 9:48:08.256000,Recurring,facebook,0,구매안함
B30N3B3P,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-05-30 오후 8:23:06.784000,Recurring,facebook,0,구매안함
IBRNXHCD,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-14 오전 10:58:08.776000,Recurring,facebook,17000,식이요법보조제A
UJAII5V4,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-28 오후 11:55:31.720000,Recurring,naver,0,구매안함
X3HI6SME,체중감량 프로그램 (타입 A),completed,112500,133500,2017-07-27 오후 9:03:56.840000,Recurring,facebook,21000,단백질보충제A
PE2OS1IW,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-25 오후 1:15:05.696000,Recurring,facebook,17000,식이요법보조제A
RNVZJ6OE,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-08 오후 6:37:27.336000,Recurring,google,0,구매안함
0WZFHH4E,체중감량 프로그램 (타입B),cancelled,44780,61780,2017-04-29 오후 5:41:07.312000,Recurring,facebook,0,구매안함
B09GR8YH,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-22 오후 8:16:08.056000,Recurring,facebook,17000,식이요법보조제A
CVSGIXTY,체중감량 프로그램 (타입B),completed,112500,133500,2017-05-13 오전 7:56:13.408000,Recurring,facebook,21000,단백질보충제A
S1GZ9NVQ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-02 오후 11:33:07.360000,Recurring,facebook,0,구매안함
WPMH75OU,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-15 오후 6:35:20.960000,Recurring,naver,0,구매안함
UYC5V1AI,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-27 오전 12:24:12.376000,Recurring,facebook,0,구매안함
8JA2FUBA,체중감량 프로그램 (타입 A),completed,112500,133500,2017-07-28 오후 12:25:58.248000,Recurring,direct,21000,단백질보충제A
SD6226Z6,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-16 오후 8:48:58.144000,Recurring,facebook,17000,식이요법보조제A
J8F0R75L,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-24 오후 7:39:38.768000,Recurring,naver,0,구매안함
IR0L9YTM,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-15 오전 8:50:09.008000,Recurring,facebook,17000,식이요법보조제A
8AAHH7NP,체중감량 프로그램 (타입B),completed,44780,65780,2017-04-06 오후 10:41:01.152000,Recurring,facebook,21000,단백질보충제A
S6ET6UQF,체중감량 프로그램 (타입 A),cancelled,118000,118000,2017-06-13 오전 1:05:51.688000,Recurring,facebook,0,구매안함
BVR6HNXZ,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-14 오전 10:46:44.120000,Recurring,facebook,0,구매안함
M336OLNJ,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-17 오후 7:45:47.760000,Recurring,facebook,17000,식이요법보조제A
XWBFUW9T,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-03-19 오후 7:13:12.720000,Recurring,others,0,구매안함
GK8L7PPZ,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-06-07 오후 10:58:14.288000,Recurring,facebook,0,구매안함
G4AVTI7E,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-08 오전 3:40:44.632000,Recurring,facebook,17000,식이요법보조제A
2QKBMIPC,체중감량 프로그램 (타입B),completed,112500,133500,2017-04-17 오전 10:25:47.248000,Recurring,facebook,21000,단백질보충제A
5T8LIQ06,체중감량 프로그램 (타입 A),completed,112500,112500,2017-05-28 오후 12:02:12.968000,Recurring,facebook,0,구매안함
8S35FEG7,체중감량 프로그램 (타입 A),cancelled,132000,132000,2017-08-25 오후 8:40:39.160000,Recurring,direct,0,구매안함
1SBIDWN0,체중감량 프로그램 (타입 A),completed,112500,133500,2017-08-11 오후 11:29:35.744000,Recurring,others,21000,단백질보충제A
QETSDUKI,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-28 오후 8:02:02.360000,Recurring,facebook,0,구매안함
GU3SO57G,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-26 오전 12:38:57.104000,Recurring,naver,0,구매안함
H19VY1XI,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-25 오후 6:06:28.304000,Recurring,direct,0,구매안함
DRFEMLQ8,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-15 오후 3:30:21.592000,Recurring,others,0,구매안함
I6H9IIRS,체중감량 프로그램 (타입B),cancelled,44780,65780,2017-05-05 오후 8:11:52.880000,Recurring,naver,0,구매안함
V2DBOY00,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-06-08 오후 9:17:04.152000,Recurring,facebook,0,구매안함
H3V1MFD4,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-27 오전 8:47:22.432000,Recurring,others,0,구매안함
1MBOZX66,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-11 오후 11:53:28.760000,Recurring,others,0,구매안함
IVI19J6R,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-29 오후 5:48:48.648000,Recurring,facebook,0,구매안함
8UOZLWSA,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-07 오후 8:39:18.160000,Recurring,facebook,17000,식이요법보조제A
BXPMKO0D,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-06-14 오전 10:53:25.272000,Recurring,facebook,0,구매안함
SCA25VRJ,체중감량 프로그램 (타입B),cancelled,44780,61780,2017-03-15 오후 11:36:11.032000,Recurring,facebook,0,구매안함
ZL38YQW3,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-27 오후 6:20:39.192000,Recurring,facebook,0,구매안함
IVKS5LJ2,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-14 오후 4:38:17.696000,Recurring,facebook,0,구매안함
34ZZSQWG,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-06 오후 11:18:31.576000,Recurring,facebook,0,구매안함
MOMG89UA,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-04 오후 12:17:19.336000,Recurring,facebook,0,구매안함
AOFJN6YU,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-06-05 오후 6:10:24.144000,Recurring,facebook,0,구매안함
LMKP6EXO,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-09 오후 11:40:43.984000,Recurring,facebook,0,구매안함
4C1R3MSE,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-04 오후 2:23:57.160000,Recurring,facebook,0,구매안함
DHJ1T82Y,체중감량 프로그램 (타입B),cancelled,44780,65780,2017-05-11 오전 10:27:17.096000,Recurring,naver,0,구매안함
FBJFIH2P,체중감량 프로그램 (타입 A),cancelled,68900,68900,2017-08-30 오전 2:56:13.648000,Recurring,others,0,구매안함
X92KFJDS,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-09 오후 2:46:53.168000,Recurring,facebook,0,구매안함
KHYDASQ2,체중감량 프로그램 (타입B),completed,112500,112500,2017-03-27 오후 11:15:43.216000,Recurring,facebook,0,구매안함
BOU3LHWH,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-05-21 오후 11:11:03.208000,Recurring,facebook,0,구매안함
26FJULBX,체중감량 프로그램 (타입 A),completed,137800,137800,2017-06-01 오후 11:07:02.784000,Recurring,facebook,0,구매안함
NG4Y6GHJ,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-28 오전 10:00:08.335999,Recurring,facebook,0,구매안함
JRH8C59A,체중감량 프로그램 (타입B),completed,112500,133500,2017-03-23 오전 11:38:07.944000,Recurring,facebook,21000,단백질보충제A
7TLFHO5H,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-28 오후 11:50:03.792000,Recurring,facebook,0,구매안함
EO7K0T9O,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-12 오후 3:13:50.352000,Recurring,facebook,0,구매안함
HYERCK6K,체중감량 프로그램 (타입 A),refunded,112500,129500,2017-06-27 오전 11:42:22.400000,Recurring,facebook,17000,식이요법보조제A
PSQSBC5U,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-27 오후 7:56:50.304000,Recurring,facebook,0,구매안함
UU9VQJNJ,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-08 오후 2:26:45.576000,Recurring,facebook,17000,식이요법보조제A
LC0Q1RSY,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-09 오후 7:33:12.272000,Recurring,facebook,0,구매안함
6R5EC2P2,체중감량 프로그램 (타입 A),completed,112500,133500,2017-08-10 오전 10:11:49.360000,Recurring,facebook,21000,단백질보충제A
BUW1228D,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-24 오후 3:52:30.128000,Recurring,others,0,구매안함
1ZNMN0Z3,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-29 오전 8:26:28.656000,Recurring,others,40000,단백질보충제B
RNRF6QBO,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-14 오전 12:00:07.680000,Recurring,facebook,0,구매안함
1ZADVKGH,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-19 오후 4:31:37.696000,Recurring,facebook,0,구매안함
SK9LZ13B,체중감량 프로그램 (타입 A),cancelled,68900,85900,2017-08-14 오후 1:12:23.264000,Recurring,facebook,0,구매안함
2M7P5WPG,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-20 오후 6:13:49.256000,Recurring,facebook,17000,식이요법보조제A
5L7NGV7W,체중감량 프로그램 (타입B),completed,44780,44780,2017-04-18 오후 2:43:24.808000,Recurring,others,0,구매안함
QYPT29V8,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-26 오후 11:46:40.776000,Recurring,facebook,0,구매안함
JUZ9RISB,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-29 오후 5:48:47.648000,Recurring,facebook,0,구매안함
8SG6KRT5,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-21 오후 10:58:05.392000,Recurring,others,0,구매안함
TTKAP78G,체중감량 프로그램 (타입B),cancelled,44780,65780,2017-05-18 오후 9:44:41.600000,Recurring,google,0,구매안함
E86CZL5G,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-28 오후 2:22:33.152000,Recurring,facebook,0,구매안함
K2EQ3N1P,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-26 오전 12:31:11.680000,Recurring,naver,0,구매안함
GQ649MWU,체중감량 프로그램 (타입B),completed,112500,112500,2017-04-08 오후 12:55:30.048000,Recurring,facebook,0,구매안함
ZHSNBUQ9,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-29 오후 4:33:19.360000,Recurring,facebook,0,구매안함
FWS15XHS,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-08-14 오후 4:47:51.016000,Recurring,facebook,0,구매안함
L80KPVOD,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-10 오후 9:25:14.368000,Recurring,facebook,17000,식이요법보조제A
N3KR4K1M,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-08 오전 11:59:46.056000,Recurring,others,0,구매안함
TELNML2V,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-05-15 오전 1:28:32.152000,Recurring,facebook,0,구매안함
NPOXXE7D,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-06 오후 10:00:39.224000,Recurring,facebook,0,구매안함
0U9SZ430,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-08-18 오전 3:39:48.256000,Recurring,facebook,0,구매안함
G1LF72GQ,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-19 오전 6:30:20.320000,Recurring,facebook,0,구매안함
6KZ1SWWN,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-06-16 오전 9:56:30.680000,Recurring,facebook,0,구매안함
2K0ARUNL,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-30 오후 3:22:50.656000,Recurring,others,0,구매안함
21J6O89C,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-10 오전 1:25:28.928000,Recurring,facebook,0,구매안함
KMCVO2DT,체중감량 프로그램 (타입B),completed,44780,65780,2017-03-30 오전 12:30:18.128000,Recurring,direct,21000,단백질보충제A
GROMU1J1,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-21 오전 8:56:20.248000,Recurring,naver,0,구매안함
N8TVD8U5,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-26 오전 12:45:17.824000,Recurring,facebook,0,구매안함
S7SVSQM3,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-07-27 오후 1:29:42.736000,Recurring,facebook,0,구매안함
99G4LBRF,체중감량 프로그램 (타입B),refunded,112500,112500,2017-04-18 오전 9:19:57.744000,Recurring,direct,0,구매안함
2WBMF7YN,체중감량 프로그램 (타입 A),cancelled,68900,68900,2017-06-01 오후 7:49:41.920000,Recurring,facebook,0,구매안함
7QAS1FX0,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-04 오전 10:45:21.896000,Recurring,facebook,17000,식이요법보조제A
A9MTMR12,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-07 오후 8:27:49.024000,Recurring,facebook,0,구매안함
73XHLA45,체중감량 프로그램 (타입 A),completed,112500,133500,2017-06-06 오전 1:50:44.856000,Recurring,facebook,21000,단백질보충제A
9T7ISZM0,체중감량 프로그램 (타입 A),completed,112500,133500,2017-06-30 오후 1:47:02.352000,Recurring,facebook,21000,단백질보충제A
5VBK4P5Q,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-03 오후 7:18:52.248000,Recurring,facebook,0,구매안함
RR06PF3Q,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-03 오후 6:20:06.104000,Recurring,facebook,17000,식이요법보조제A
NT0N160G,체중감량 프로그램 (타입 A),completed,68900,68900,2017-06-10 오전 3:20:18.232000,Recurring,facebook,0,구매안함
ZZ0K251N,체중감량 프로그램 (타입 A),completed,112500,112500,2017-05-30 오후 6:00:51.008000,Recurring,facebook,0,구매안함
OM6GQSW2,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-04 오후 11:42:40.800000,Recurring,facebook,0,구매안함
L0U19Q9X,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-14 오전 11:01:16.128000,Recurring,facebook,0,구매안함
ZSL3OY2O,체중감량 프로그램 (타입B),completed,44780,44780,2017-05-09 오후 11:11:49.048000,Recurring,facebook,0,구매안함
X8Q8QZCJ,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-08-16 오전 7:42:05.376000,Recurring,naver,0,구매안함
SSU9ZIXV,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-07-19 오후 9:37:52.584000,Recurring,facebook,0,구매안함
65P2ZNXF,체중감량 프로그램 (타입 A),completed,132000,132000,2017-08-30 오전 8:49:08.984000,Recurring,facebook,0,구매안함
WPW49DJ4,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-29 오후 12:38:21.712000,Recurring,email,0,구매안함
LHSEZ99W,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-04-25 오후 8:32:24.112000,Recurring,facebook,0,구매안함
RM97CHI9,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-13 오후 4:50:21.920000,Recurring,facebook,0,구매안함
WVEEGM19,체중감량 프로그램 (타입 A),refunded,112500,129500,2017-08-17 오전 11:53:07.192000,Recurring,facebook,17000,식이요법보조제A
DHEJ2WGI,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-23 오전 10:19:47.976000,Recurring,facebook,17000,식이요법보조제A
61LYA7SD,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-18 오전 9:52:23.832000,Recurring,naver,0,구매안함
CJAVG9DC,체중감량 프로그램 (타입 A),completed,112500,133500,2017-07-22 오전 9:20:25.872000,Recurring,naver,21000,단백질보충제A
ZY8U81XP,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-07-17 오후 12:31:39.576000,Recurring,naver,0,구매안함
0UOATW6F,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-03 오후 2:41:14.208000,Recurring,facebook,0,구매안함
Z11MYG35,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-27 오후 12:56:43.696000,Recurring,facebook,17000,식이요법보조제A
FNAMHO65,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-05 오후 6:41:57.264000,Recurring,facebook,0,구매안함
PVIQRPXL,체중감량 프로그램 (타입 A),completed,112500,133500,2017-07-02 오후 4:52:02.720000,Recurring,others,21000,단백질보충제A
25JDUVXM,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-16 오전 10:46:14.816000,Recurring,facebook,0,구매안함
XL46XQZE,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-05-11 오전 11:15:32.888000,Recurring,facebook,0,구매안함
JDBBJFIC,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-16 오전 11:16:45.760000,Recurring,facebook,17000,식이요법보조제A
M69U6PNI,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-24 오전 12:21:39.928000,Recurring,others,0,구매안함
OS35N113,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-23 오전 8:54:55.760000,Recurring,others,0,구매안함
QL5KKOM5,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-08 오전 3:25:39.632000,Recurring,facebook,17000,식이요법보조제A
PNS3Z2YQ,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-31 오후 1:11:53.072000,Recurring,facebook,0,구매안함
SEBJWE2P,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-07-27 오후 7:42:04.888000,Recurring,facebook,0,구매안함
90BVHVCZ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-30 오후 2:21:01.752000,Recurring,facebook,0,구매안함
I2S4KDIH,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-04 오후 4:36:21.592000,Recurring,facebook,0,구매안함
HFBHMAP6,체중감량 프로그램 (타입B),completed,112500,129500,2017-03-29 오전 8:48:20.576000,Recurring,facebook,17000,식이요법보조제A
7NL830CR,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-10 오후 1:14:22.816000,Recurring,facebook,0,구매안함
Y1O7UAOM,체중감량 프로그램 (타입B),completed,112500,129500,2017-04-18 오후 7:59:53.208000,Recurring,facebook,17000,식이요법보조제A
PTH1UX08,체중감량 프로그램 (타입 A),completed,132000,132000,2017-08-24 오전 12:01:52.312000,Recurring,facebook,0,구매안함
YARG5W0A,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-04 오전 12:07:11.615999,Recurring,facebook,17000,식이요법보조제A
QJ5RL57Y,체중감량 프로그램 (타입 A),completed,112500,133500,2017-08-09 오후 11:13:03.288000,Recurring,facebook,21000,단백질보충제A
59LU06GX,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-19 오전 12:58:54.384000,Recurring,facebook,0,구매안함
8N8IBTLC,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-06-13 오후 5:46:47.832000,Recurring,facebook,0,구매안함
2FHV1RTG,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-08 오후 2:57:55.080000,Recurring,direct,0,구매안함
GYKWUCTP,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-03-16 오후 6:04:35.968000,Recurring,facebook,0,구매안함
4JDQ6UOZ,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-21 오후 2:52:11.968000,Recurring,facebook,0,구매안함
23WX58TL,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-06-13 오후 2:39:17.848000,Recurring,direct,0,구매안함
557N9L6V,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-03-09 오전 10:08:09.704000,Recurring,facebook,0,구매안함
ATHGF16E,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-19 오후 12:38:19.752000,Recurring,others,0,구매안함
IQD2M3GR,체중감량 프로그램 (타입 A),completed,112500,133500,2017-06-14 오전 6:51:04.896000,Recurring,facebook,21000,단백질보충제A
QSVUTTO4,체중감량 프로그램 (타입 A),completed,112500,112500,2017-07-26 오후 7:26:55.888000,Recurring,facebook,0,구매안함
KLSA1GUN,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-08 오후 12:59:07.256000,Recurring,facebook,17000,식이요법보조제A
6YRWZ4FX,체중감량 프로그램 (타입B),completed,112500,129500,2017-05-12 오후 2:50:11.176000,Recurring,facebook,17000,식이요법보조제A
8SNCY0FQ,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-08-15 오전 6:05:12.176000,Recurring,others,0,구매안함
NVQ86YWW,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-29 오후 11:23:12.600000,Recurring,facebook,0,구매안함
PPUQD8MN,체중감량 프로그램 (타입 A),refunded,112500,112500,2017-07-26 오전 11:36:52.944000,Recurring,naver,40000,단백질보충제B
D66JGPG7,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-06 오후 11:38:41.216000,Recurring,others,0,구매안함
J1ZLML76,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-05 오후 11:24:00.912000,Recurring,facebook,0,구매안함
3QOGW64M,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-13 오후 2:10:27.856000,Recurring,facebook,17000,식이요법보조제A
EH9MRTK7,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-08-12 오후 12:21:07.632000,Recurring,facebook,0,구매안함
FEDF95YE,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-07 오후 11:21:46.224000,Recurring,others,0,구매안함
YVZ2ROS6,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-31 오전 5:57:44.744000,Recurring,facebook,0,구매안함
326UJPI5,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-07-29 오후 11:02:21.064000,Recurring,facebook,0,구매안함
LOBTDMHW,체중감량 프로그램 (타입 A),completed,112500,129500,2017-07-25 오전 9:06:46.432000,Recurring,facebook,17000,식이요법보조제A
YNC3KCPK,체중감량 프로그램 (타입 A),completed,112500,112500,2017-05-29 오전 1:16:32.800000,Recurring,facebook,0,구매안함
PIXY0GN2,체중감량 프로그램 (타입 A),cancelled,112500,133500,2017-08-01 오후 1:42:38.416000,Recurring,facebook,0,구매안함
OMZWBSB2,체중감량 프로그램 (타입B),cancelled,44780,44780,2017-04-19 오후 9:39:30.144000,Recurring,facebook,0,구매안함
QRD00CJD,체중감량 프로그램 (타입 A),completed,112500,112500,2017-08-09 오전 8:30:04.768000,Recurring,others,0,구매안함
KZIZWHE6,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-10 오전 11:21:40.856000,Recurring,direct,0,구매안함
09KCE1LV,체중감량 프로그램 (타입 A),refunded,112500,133500,2017-07-23 오전 10:59:22.656000,Recurring,facebook,21000,단백질보충제A
UVQXZ0F1,체중감량 프로그램 (타입 A),completed,112500,133500,2017-08-12 오후 7:41:32.432000,Recurring,facebook,21000,단백질보충제A
DWAIXGW7,체중감량 프로그램 (타입 A),cancelled,132000,153000,2017-08-26 오후 1:42:50.840000,Recurring,facebook,0,구매안함
GXHXXNH1,체중감량 프로그램 (타입B),refunded,112500,129500,2017-04-10 오전 12:29:36.336000,Recurring,facebook,17000,식이요법보조제A
LRE4PL3G,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-11 오전 10:08:56.800000,Recurring,naver,0,구매안함
FJL53QXT,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-04-09 오후 12:00:59.776000,Recurring,facebook,0,구매안함
DZZA22FD,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-29 오후 8:18:05.608000,Recurring,facebook,0,구매안함
G6NKUW2E,체중감량 프로그램 (타입 A),completed,112500,112500,2017-06-11 오전 3:11:23.640000,Recurring,others,0,구매안함
1ZM2ML9T,체중감량 프로그램 (타입B),completed,112500,112500,2017-05-10 오후 12:42:38.000000,Recurring,facebook,0,구매안함
LU1ZQXOK,체중감량 프로그램 (타입 A),cancelled,112500,129500,2017-07-26 오전 8:45:46.376000,Recurring,facebook,0,구매안함
VF1S1Q2L,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-23 오후 4:54:18.088000,Recurring,others,0,구매안함
XW9YHTT7,체중감량 프로그램 (타입 A),completed,112500,129500,2017-08-16 오전 8:21:10.912000,Recurring,facebook,17000,식이요법보조제A
52LM5N6H,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-04 오후 2:41:49.784001,Recurring,facebook,0,구매안함
OWKWINR8,체중감량 프로그램 (타입B),cancelled,112500,112500,2017-05-13 오전 2:23:15.136000,Recurring,facebook,0,구매안함
3R4RSYVM,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-06-22 오후 9:14:57.632000,Recurring,facebook,0,구매안함
B8BYVIK3,체중감량 프로그램 (타입B),cancelled,112500,129500,2017-05-08 오후 3:57:09.336000,Recurring,facebook,0,구매안함
9U16LJSR,체중감량 프로그램 (타입 A),completed,112500,129500,2017-06-04 오전 10:33:15.600000,Recurring,facebook,17000,식이요법보조제A
D38Q2M51,체중감량 프로그램 (타입 A),cancelled,112500,112500,2017-08-22 오후 5:05:41.864000,Recurring,facebook,0,구매안함
